asof,generated,z,bucket,sig_raw,t10y2y,hyg_vol6m,w_SPY,w_TLT,w_SHY,w_GLD,w_TIP,w_HYG
2026-04-30,2026-04-13T18:33:44,-0.3260218629368313,NEUTRAL,0.717198164100873,0.5,0.0100913829143254,0.25,0.1,0.15,0.25,0.175,0.075
